film,actor,gender,role,year
The Matrix Revolutions,Laurence Fishburne,m,Morpheus,2003
The Matrix Revolutions,Nona Gaye,f,Zee,2003
The Matrix Revolutions,Dion Horstmans,m,Q-Ball Gang Member #2,2003
The Matrix Revolutions,Lachy Hulme,m,Sparks,2003
The Matrix Revolutions,Christopher Kirby,m,Mauser,2003
The Matrix Revolutions,Peter Lamb,m,Colt,2003
The Matrix Revolutions,Nathaniel Lees,m,Mifune,2003
The Matrix Revolutions,Harry Lennix,m,Lock,2003
The Matrix Revolutions,Robert Mammone,m,AK,2003
The Matrix Revolutions,Joe Manning,m,First Operator at Command,2003
The Matrix Revolutions,Maurice Morgan,m,Tower Soldier,2003
The Matrix Revolutions,Carrie-Anne Moss,f,Trinity,2003
The Matrix Revolutions,Tharini Mudaliar,f,Kamala,2003
The Matrix Revolutions,Rene Naufahu,m,Zion Gate Operator,2003
The Matrix Revolutions,Robyn Nevin,f,Councillor Dillard,2003
The Matrix Revolutions,Genevieve O'Reilly,f,Officer Wirtz,2003
The Matrix Revolutions,Harold Perrineau,m,Link,2003
The Matrix Revolutions,Jada Pinkett Smith,f,Niobe,2003
The Matrix Revolutions,Kittrick Redmond,m,Second Operator at Command,2003
The Matrix Revolutions,Keanu Reeves,m,Neo,2003
The Matrix Revolutions,Rupert Reid,m,Lock's Lieutenant,2003
The Matrix Revolutions,Kevin Michael Richardson,m,Deus Ex Machina,2003
The Matrix Revolutions,David Roberts,m,Roland,2003
The Matrix Revolutions,Bruce Spence,m,Trainman,2003
The Matrix Revolutions,Richard Sydenham,m,Dock Sergeant,2003
The Matrix Revolutions,Che Timmins,m,Radio Bunker Man,2003
The Matrix Revolutions,Gina Torres,f,Cas,2003
The Matrix Revolutions,Clayton Watson,m,Kid,2003
The Matrix Revolutions,Hugo Weaving,m,Agent Smith,2003
The Matrix Revolutions,Cornel West,m,Councillor West,2003
The Matrix Revolutions,Bernard White,m,Rama-Kandra,2003
The Matrix Revolutions,Lambert Wilson,m,Merovingian,2003
The Matrix Revolutions,Anthony Brandon Wong,m,Ghost,2003
The Matrix Revolutions,Anthony Zerbe,m,Councillor Hamann,2003
The Matrix Revolutions,Craig Walker,m,Hel Club Pony Girl Trainer,2003
The Last Thing He Wanted,Anne Hathaway,f,Elena McMahon,2020
The Last Thing He Wanted,Ben Affleck,m,Treat Morrison,2020
The Last Thing He Wanted,Rosie Perez,f,Alma Guerrero,2020
The Last Thing He Wanted,Willem Dafoe,m,Dick McMahon,2020
The Last Thing He Wanted,Edi Gathegi,m,Jones,2020
The Last Thing He Wanted,Mel Rodriguez,m,Barry Sedlow,2020
The Last Thing He Wanted,Onata Aprile,f,Cat McMahon,2020
The Last Thing He Wanted,Toby Jones,m,Paul Schuster,2020
The Last Thing He Wanted,Carlos Leal,m,Max Epperson,2020
The Last Thing He Wanted,Ben Chase,m,Max Berquist,2020
The Last Thing He Wanted,Julian Gamble,m,Secretary George Shultz,2020
The Last Thing He Wanted,Robert Sedgwick,m,Stuart James,2020
The Last Thing He Wanted,Bill Kelly,m,General Gus Sharp,2020
The Last Thing He Wanted,David Vadim,m,Buck Pearson,2020
The Last Thing He Wanted,César Galindez,m,Red Truck Driver,2020
The Last Thing He Wanted,Diomedes Rodriguez,m,Glistening Boy,2020
The Last Thing He Wanted,Casiano Ancalle,m,Elderly Campesino Leader,2020
The Last Thing He Wanted,Lee Markham,m,Tarmac Secret Service Agent,2020
The Last Thing He Wanted,Betty Jeune,f,Female Reporter #1,2020
The Last Thing He Wanted,Laura Niemi,f,Olivia,2020
The Last Thing He Wanted,James Scully,m,Sloppy Reporter,2020
The Last Thing He Wanted,Danny Loecken,m,Smoking Reporter,2020
The Last Thing He Wanted,Adam Hose,m,Young Male Reporter,2020
The Last Thing He Wanted,J. Scott Browning,m,Suited Man #1,2020
The Last Thing He Wanted,DeVere Jehl,m,Suited Man #2,2020
The Last Thing He Wanted,Dylan Wilson Barnes,m,Campaign Sound Tech,2020
The Last Thing He Wanted,Ed Berliner,m,Moderator,2020
The Last Thing He Wanted,Charles Gemmill,m,Ronald Reagan,2020
The Last Thing He Wanted,Barbara Andres,f,Helena Shultz,2020
The Last Thing He Wanted,Sewell Whitney,m,Campaign Lackey,2020
The Last Thing He Wanted,Jené,f,Delia,2020
The Last Thing He Wanted,Sarah Tolan-Mee,f,Michelle,2020
The Last Thing He Wanted,Janayra Reyes,f,Nurse #1,2020
The Last Thing He Wanted,Sandra Rodriguez,f,Day Nurse,2020
The Last Thing He Wanted,Yetta Gottesman,f,Night Nurse,2020
The Last Thing He Wanted,Romain Gateau,m,Miami Neighbor,2020
The Last Thing He Wanted,Antonio De Leo,m,Young Resident,2020
The Last Thing He Wanted,Luis Echeverri,m,Bait Shack Owner,2020
The Last Thing He Wanted,Brian Rechkemmer,m,Male Nurse,2020
The Last Thing He Wanted,Josette Pagan,f,Kitty,2020
The Last Thing He Wanted,Juan Carlos Diaz,m,Paladin,2020
The Last Thing He Wanted,Aurelio Lima,m,Drunken Soldier,2020
The Last Thing He Wanted,Camilo Torres,m,Soccer Player #1,2020
The Last Thing He Wanted,Yasiel Trinidad,m,Soccer Player #2,2020
The Last Thing He Wanted,Marcos Ramos,m,FSLN Checkpoint Soldier,2020
The Last Thing He Wanted,Sulma Hernandez,f,Lone Woman,2020
The Last Thing He Wanted,Maurim E. Chiclana Andino,m,Telefonico Cashier,2020
The Last Thing He Wanted,Maria Ruperto,f,Colonial Attendant,2020
The Last Thing He Wanted,Norman Santiago,m,Shady Taxi Driver,2020
The Last Thing He Wanted,Axel Cintrón,m,Immigration Officer,2020
The Last Thing He Wanted,Mariel Pabon,m,Maid,2020
The Last Thing He Wanted,Francisco Viñolo,m,Airport Passerby,2020
The Last Thing He Wanted,Kira Kirk,f,Consular Greeter,2020
The Last Thing He Wanted,Jason Lumberjack Johnson,m,Wayne,2020
The Last Thing He Wanted,Matt Minich,m,Marine,2020
The Last Thing He Wanted,Christopher Paez Rivera,m,Mercenary #1,2020
The Last Thing He Wanted,Michael Biggam,m,Mercenary #2,2020
The Last Thing He Wanted,Norman Grant,m,Taxi Driver Antigua Airport,2020
The Last Thing He Wanted,Ivan Llanos,m,Dashing Young Man - Paul's Guest,2020
The Last Thing He Wanted,Abraham Henderson,m,Intercon Bartender,2020
The Last Thing He Wanted,Julio Gaston,m,Coconut Boy,2020
The Last Thing He Wanted,Ndsettia Argyle,f,Vendor Woman,2020
The Last Thing He Wanted,Michael Ray Davis,m,Committee Member #1,2020
The Last Thing He Wanted,Lee Poehlman,m,Committee Member #2,2020
The Last Thing He Wanted,Florent Gateau,m,French Intelligence Boss,2020
The Last Thing He Wanted,Erica Askew,f,Regan Entourage,2020
The Last Thing He Wanted,James O. Beatty,m,Embassy Guest,2020
The Last Thing He Wanted,Daniel Sergio Bertot,m,Intern,2020
The Last Thing He Wanted,TeriEnna Blanco,f,Reagan Supporter,2020
The Last Thing He Wanted,Michael A. Blank,m,Marine Embassy Guard,2020
The Last Thing He Wanted,Danielle Briana,f,Reagan Supporter,2020
The Last Thing He Wanted,Abner Caraballo,m,Server #1,2020
The Last Thing He Wanted,Castro Reyes Cesar,m,Miskito / Killer,2020
The Last Thing He Wanted,Jim Cleary,m,Reporter,2020
The Last Thing He Wanted,August Costa,m,Marine,2020
The Last Thing He Wanted,Bob Crawford,m,,2020
The Last Thing He Wanted,Omar Cruz Soto,m,Fisherman ND Marine,2020
The Last Thing He Wanted,Ellen Marguerite Cullivan,f,Driver / Reagan Supporter / Reporter-Secretary,2020
The Last Thing He Wanted,Thomas Curran,m,Mercenary 5,2020
The Last Thing He Wanted,Glenn Cutler,m,Press Club Guest,2020
The Last Thing He Wanted,Christopher De Stefano,m,Embassay Guest,2020
The Last Thing He Wanted,Antonio Deleo,m,Resident Doctor,2020
The Last Thing He Wanted,Katherine Diaz,f,Reagan Supporter,2020
The Last Thing He Wanted,Darci Dixon,f,Reagan Friend,2020
The Last Thing He Wanted,Tom Dodson,m,Reporter,2020
The Last Thing He Wanted,Veronika Dresko,f,VIP Guest,2020
The Last Thing He Wanted,Raymond Finzel,m,News Reporter,2020
The Last Thing He Wanted,Frenchi Firecracker,f,Embassy Guest,2020
The Last Thing He Wanted,Patrick H. Fox,m,Editor,2020
The Last Thing He Wanted,Robert J. Fox,m,Reporter,2020
The Last Thing He Wanted,Sheila Friedman,f,Reagan Supporter,2020
The Last Thing He Wanted,Alan Fritz,m,Embassy Guest,2020
The Last Thing He Wanted,Jessica Galinas,f,Friend of Reagan,2020
The Last Thing He Wanted,Burton Gazzara,m,Smoking Man,2020
The Last Thing He Wanted,Joseph Giambrone,m,Committee Member,2020
The Last Thing He Wanted,Yvonne Gougelet,f,Friend of Reagan,2020
The Last Thing He Wanted,Steve Heinz,m,Reagan Entourage,2020
The Last Thing He Wanted,Carlos Alberto Hernandez,m,Businessman #2,2020
The Last Thing He Wanted,Meghan Isom,f,Reagan Supporter,2020
The Last Thing He Wanted,Kristina Janine,f,Raegan Supporter,2020
The Last Thing He Wanted,Gina Juliet,f,Embassy Guest,2020
The Last Thing He Wanted,Mateja Kalajian,f,Reagan Supporter,2020
The Last Thing He Wanted,Jessica Kane,f,Reagan Supporter,2020
The Last Thing He Wanted,Michael B. Katz,m,Reporter,2020
The Last Thing He Wanted,Monica Kaufer,f,Reagan Supporter,2020
The Last Thing He Wanted,Ken La Kier,m,Office Worker,2020
The Last Thing He Wanted,Debra Lee Lima,f,Embassy Guest,2020
The Last Thing He Wanted,Audrey Lynn,f,Reagan Supporter,2020
The Last Thing He Wanted,Michael Mariano,m,VIP Guest,2020
The Last Thing He Wanted,Eneida Mascetti,f,Reagan Supporter,2020
The Last Thing He Wanted,Christina Matas,f,Reporter,2020
The Last Thing He Wanted,Tom Milana,m,Senator,2020
The Last Thing He Wanted,Tyler Miller,m,Hero Intern,2020
The Last Thing He Wanted,Ryan Morgan,m,State Department Employee,2020
The Last Thing He Wanted,Chuck Muldoon,m,Senator,2020
The Last Thing He Wanted,Leonardo Pierantoni,m,Mercenary,2020
The Last Thing He Wanted,Hilel Potaznik,m,Reporter,2020
The Last Thing He Wanted,Mark Provance,m,Reporter,2020
The Last Thing He Wanted,Ashae Reagan,f,Embassy Guest,2020
The Last Thing He Wanted,Jeff Remas,m,Marine Door Guard,2020
The Last Thing He Wanted,Christopher D Richert,m,Reporter,2020
The Last Thing He Wanted,Danilo Rocha,m,Reporter,2020
The Last Thing He Wanted,Jose L. Roman,m,Airport Passenger,2020
The Last Thing He Wanted,Luis O. Rosado,m,Sedlow Guy,2020
The Last Thing He Wanted,Nikole Rossitter,f,Reagan Supporter,2020
The Last Thing He Wanted,Millie Ruperto,f,Colonial Attendant,2020
The Last Thing He Wanted,Patrick Sheehan,m,Embassy Guard,2020
The Last Thing He Wanted,Mitch Silver,m,Senator,2020
The Last Thing He Wanted,Chad Stevens,m,Attorney,2020
The Last Thing He Wanted,Erick Szot,m,Secret Service Agent,2020
The Last Thing He Wanted,Shirley Tatto,f,Reagan Supporter,2020
The Last Thing He Wanted,Brian Tester,m,Fundraiser VIP,2020
The Last Thing He Wanted,Iván J. Torres Lasanta,m,Jean Paul; Diplomat at USA Embassy,2020
The Last Thing He Wanted,Oscar Vaca,m,Cameraman,2020
The Last Thing He Wanted,Paul Van Scott,m,French Intelligence Officer,2020
The Last Thing He Wanted,Michael Vitovich,m,Reporter,2020
The Last Thing He Wanted,Rick Walters,m,Marine Door Guard,2020
The Last Thing He Wanted,Keith Zalman,m,Reporter,2020
Exhibition,Viv Albertine,f,D,2013
Exhibition,Liam Gillick,m,H,2013
Exhibition,Tom Hiddleston,m,Jamie Macmillan,2013
Exhibition,Harry Kershaw,m,Estate Agent,2013
Exhibition,Mary Roscoe,f,Neighbour Guest,2013
Exhibition,Carol McFadden,f,Dina Breeze,2013
Exhibition,Chris Wilson,m,Ambulance Paramedic,2013
Sex and the City (1998-2000),Sarah Jessica Parker,f,Carrie Bradshaw,1998
Sex and the City (1998-2000),Kim Cattrall,f,Samantha Jones,1998
Sex and the City (1998-2000),Kristin Davis,f,Charlotte York,1998
Sex and the City (1998-2000),Cynthia Nixon,f,Miranda Hobbes,1998
Sex and the City (1998-2000),David Eigenberg,m,Steve Brady,1998
Sex and the City (1998-2000),Chris Noth,m,Mr. Big,1998
Sex and the City (1998-2000),Willie Garson,m,Stanford Blatch,1998
Sex and the City (1998-2000),Kyle MacLachlan,m,Trey MacDougal,1998
Sex and the City (1998-2000),John Corbett,m,Aidan Shaw,1998
Sex and the City (1998-2000),Evan Handler,m,Harry Goldenblatt,1998
Sex and the City (1998-2000),Jason Lewis,m,Jerry 'Smith' Jerrod,1998
Sex and the City (1998-2000),Lynn Cohen,f,Magda,1998
Sex and the City (1998-2000),Mario Cantone,m,Anthony Marantino,1998
Sex and the City (1998-2000),James Remar,m,Richard Wright,1998
Sex and the City (1998-2000),Frances Sternhagen,f,Bunny MacDougal,1998
Sex and the City (1998-2000),Mikhail Baryshnikov,m,Aleksandr Petrovsky,1998
Sex and the City (1998-2000),Ron Livingston,m,Jack Berger,1998
Sex and the City (1998-2000),Sean Palmer,m,Marcus / ...,1998
Sex and the City (1998-2000),Ben Weber,m,Skipper Johnston,1998
Sex and the City (1998-2000),Bridget Moynahan,f,Natasha,1998
Sex and the City (1998-2000),Blair Underwood,m,Dr. Robert Leeds,1998
Sex and the City (1998-2000),Amy Sedaris,f,Courtney Masterson,1998
Sex and the City (1998-2000),Anne Meara,f,Mary Brady,1998
Sex and the City (1998-2000),Sônia Braga,f,Maria Diega Reyes,1998
Sex and the City (1998-2000),James Goodwin,m,James,1998
Sex and the City (1998-2000),Molly Shannon,f,Lily Martin,1998
Sex and the City (1998-2000),Pierre Epstein,m,Rabbi Minsch,1998
Sex and the City (1998-2000),Candice Bergen,f,"Enid Mead, Vogue / ...",1998
Sex and the City (1998-2000),Eleni Fuaixis,f,Debbie,1998
Sex and the City (1998-2000),Emily Cline,f,Jessica / ...,1998
Sex and the City (1998-2000),Andrew Stewart-Jones,m,Jules,1998
Sex and the City (1998-2000),Vicky Cunningham,f,Mimi,1998
Sex and the City (1998-2000),Craig Bierko,m,Ray King,1998
Sex and the City (1998-2000),Justin Theroux,m,Jared / ...,1998
Sex and the City (1998-2000),John Slattery,m,Bill Kelley,1998
Sex and the City (1998-2000),Robert John Burke,m,Walker Lewis,1998
Sex and the City (1998-2000),Daniel Gerroll,m,Mr. Marvelous,1998
Sex and the City (1998-2000),Anne Lange,f,Dr. G. / ...,1998
Sex and the City (1998-2000),Marc Grapey,m,J.J. Mitchell,1998
Sex and the City (1998-2000),Molly Price,f,Susan Sharon / ...,1998
Sex and the City (1998-2000),James McCaffrey,m,Max / ...,1998
Sex and the City (1998-2000),Julie Halston,f,Bitsy Von Muffling,1998
Sex and the City (1998-2000),David Lansbury,m,David / ...,1998
Sex and the City (1998-2000),Chris Payne Gilbert,m,Gordon / ...,1998
Sex and the City (1998-2000),Scott Geyer,m,Charles MacDougal,1998
Sex and the City (1998-2000),Mike Doyle,m,Mark,1998
Sex and the City (1998-2000),Robert Peters,m,Announcer / ...,1998
Sex and the City (1998-2000),Elizabeth Canavan,f,Barb / ...,1998
Sex and the City (1998-2000),Grace Naughton,f,Busy Female Executive / ...,1998
Sex and the City (1998-2000),Noemie Ditzler,f,Willow,1998
Clueless,Alicia Silverstone,f,Cher,1995
Clueless,Stacey Dash,f,Dionne,1995
Clueless,Brittany Murphy,f,Tai,1995
Clueless,Paul Rudd,m,Josh,1995
Clueless,Donald Faison,m,Murray,1995
Clueless,Elisa Donovan,f,Amber,1995
Clueless,Breckin Meyer,m,Travis,1995
Clueless,Jeremy Sisto,m,Elton,1995
Clueless,Dan Hedaya,m,Mel Horowitz,1995
Clueless,Aida Linares,f,Lucy,1995
Clueless,Wallace Shawn,m,Mr. Wendell Hall,1995
Clueless,Twink Caplan,f,Miss Toby Geist,1995
Clueless,Justin Walker,m,Christian,1995
Clueless,Sabastian Rashidi,m,Paroudasm,1995
Clueless,Herb Hall,m,Principal,1995
Clueless,Julie Brown,f,Ms. Stoeger,1995
Clueless,Susan Mohun,f,Heather,1995
Clueless,Nicole Bilderback,f,Summer,1995
Clueless,Ron Orbach,m,DMV Tester,1995
Clueless,Sean Holland,m,Lawrence,1995
Clueless,Roger Kabler,m,College Guy,1995
Clueless,Jace Alexander,m,Robber,1995
Clueless,Josh Lozoff,m,Logan,1995
Clueless,Carl Gottlieb,m,Priest,1995
Clueless,Joseph D. Reitman,m,Student,1995
Clueless,Anthony Beninati,m,Bartender,1995
Clueless,Micki Duran,f,Dancer,1995
Clueless,Gregg Russell,m,Dancer,1995
Clueless,Jermaine Montell,m,Dancer,1995
Clueless,Danielle Eckert,f,Dancer,1995
Clueless,Dicky Barrett,m,Self,1995
Clueless,Marcello Bloisi,m,Hot Dog Vendor,1995
Clueless,Christopher E. Cooper,m,Student,1995
Clueless,Monica Eva Foster,f,Cheerleader,1995
Clueless,Amy Heckerling,f,Maid of Honor,1995
Clueless,Michael Klesic,m,Baggy Skater,1995
Clueless,John Kricfalusi,m,Ren Höek,1995
Clueless,Sam Macaroni,m,Baggy skater,1995
Clueless,Craig Ponder,m,Baggy Skater,1995
Clueless,Bobbie Sunday Starr,f,Passenger in Jeep,1995
Clueless,Billy West,m,Stimpson J. Cat,1995
Galveston,Ben Foster,m,Roy,2018
Galveston,Jeffrey Grover,m,Dr. Finelli,2018
Galveston,Christopher Amitrano,m,Jay,2018
Galveston,Mark Hicks,m,Lou,2018
Galveston,María Valverde,f,Carmen,2018
Galveston,Beau Bridges,m,Stan,2018
Galveston,Michael Ray Escamilla,m,Angelo,2018
Galveston,G. Peter King,m,Third Man,2018
Galveston,Jimmie Lee Sessoms,m,First Man,2018
Galveston,Elle Fanning,f,Rocky,2018
Galveston,Sean Von Buseck,m,Davey,2018
Galveston,C.K. McFarland,f,Nancy,2018
Galveston,Don A. King,m,Lance,2018
Galveston,Michael John Lane,m,Gerald,2018
Galveston,Robert Aramayo,m,Tray,2018
Galveston,Rhonda Johnson Dents,f,Nonie,2018
Galveston,Heidi Lewandowski,f,Dee,2018
Galveston,Adepero Oduye,f,Loraine,2018
Galveston,Kayte Hughes,f,Sophia,2018
Galveston,Jorge Longoria,m,Thug #1,2018
Galveston,Nounoumanou Malam Annou,m,Thug #2,2018
Galveston,Philip Fornah,m,Thung #3,2018
Galveston,Niko Nedyalkov,m,Thug #4,2018
Galveston,Rob Steinberg,m,Snowbarger,2018
Galveston,Tuesday Beebe,f,Doctor,2018
Galveston,Lili Reinhart,f,Older Tiffany,2018
Galveston,Anniston Price,f,Young Tiffany,2018
Galveston,Tinsley Price,f,Young Tiffany,2018
Galveston,Jamal Akakpo,m,Assistant District Attorney,2018
Galveston,Perry Ball,m,,2018
Galveston,Heidi Christina Baynard,f,Background Extra,2018
Galveston,Samantha Bell,f,Gerald's Daughter,2018
Galveston,Glenn D. Bridges,m,Pedestrian,2018
Galveston,Jamel Chambers,m,Murder Witness,2018
Galveston,Marc Demeter,m,Sgt. LaMure,2018
Galveston,Robert Fortunato,m,Detective,2018
Galveston,Lauran Foster,f,Vonda,2018
Galveston,Oscar Gale,m,Butch,2018
Galveston,Brent Moorer Gaskins,m,Detective,2018
Galveston,Grant Henley,m,Prison Inmate,2018
Galveston,Thomas Mark Higgins,m,Inmate,2018
Galveston,Gerald Jackson,m,Stans Side Kick,2018
Galveston,Terry Jackson,m,Drunk Guy,2018
Galveston,Jay DeVon Johnson,m,Neighbor,2018
Galveston,John Archer Lundgren,m,Crab Shack Patron,2018
Galveston,Shay Mack,f,Diane,2018
Galveston,Tyrone Neal,m,Boxer,2018
Galveston,Christian I. Noble,m,Social Worker,2018
Galveston,Mark Smith,m,Prison Guard,2018
Galveston,Tyrone Testman,m,Prison Gaurd,2018
Panelstory aneb Jak se rodí sídliste,Lukás Bech,m,Pepík,1980
Panelstory aneb Jak se rodí sídliste,Antonín Vanha,m,Deda,1980
Panelstory aneb Jak se rodí sídliste,Eva Kacírková,f,Marie,1980
Panelstory aneb Jak se rodí sídliste,Oldrich Navrátil,m,Franta,1980
Panelstory aneb Jak se rodí sídliste,Jirí Kodet,m,Herec,1980
Panelstory aneb Jak se rodí sídliste,Bronislav Poloczek,m,Josef,1980
Panelstory aneb Jak se rodí sídliste,Daniela Srajerová,f,Dispecerka,1980
Panelstory aneb Jak se rodí sídliste,Milan Klásek,m,príslusník VB,1980
Panelstory aneb Jak se rodí sídliste,Ladislav Potmesil,m,Vondrácek,1980
Panelstory aneb Jak se rodí sídliste,Hana Hejduková,f,Trafikantka,1980
Panelstory aneb Jak se rodí sídliste,Petr Kratochvíl,m,Delník,1980
Panelstory aneb Jak se rodí sídliste,Václav Helsus,m,Delník,1980
Panelstory aneb Jak se rodí sídliste,Miluse Splechtová,f,Marta,1980
Panelstory aneb Jak se rodí sídliste,Michal Nesvadba,m,Petr,1980
Panelstory aneb Jak se rodí sídliste,Alena Rýcová,f,Sona,1980
Panelstory aneb Jak se rodí sídliste,Jana Denemarková,f,Helenka,1980
Panelstory aneb Jak se rodí sídliste,Klára Jerneková,f,Vondrácková,1980
Panelstory aneb Jak se rodí sídliste,Stepánka Chytilová,f,Stará paní,1980
Panelstory aneb Jak se rodí sídliste,Antonio M. Thini,m,Lékar,1980
Panelstory aneb Jak se rodí sídliste,Ladislava Kozderková,f,Alzbeta,1980
Panelstory aneb Jak se rodí sídliste,Zdenek Matous,m,Malír,1980
Panelstory aneb Jak se rodí sídliste,Boris Hybner,m,Malír,1980
Panelstory aneb Jak se rodí sídliste,Dagmar Slivinská,f,Alzbeta,1980
Panelstory aneb Jak se rodí sídliste,Miloslav Homola,m,Kurecka,1980
Panelstory aneb Jak se rodí sídliste,Vera Uzelacová,f,Homolová,1980
Panelstory aneb Jak se rodí sídliste,Ladislav Krecmer,m,Homola,1980
Panelstory aneb Jak se rodí sídliste,Rudolf Gröger,m,Taxikár,1980
Panelstory aneb Jak se rodí sídliste,Kvetoslava Vonesová,m,Nováková,1980
Panelstory aneb Jak se rodí sídliste,Helena Pokorná,f,Karásková,1980
Panelstory aneb Jak se rodí sídliste,Iva Hercíková,f,Markusová,1980
Panelstory aneb Jak se rodí sídliste,Zuzana Schmidová,f,Tehotná zena,1980
Panelstory aneb Jak se rodí sídliste,Helena Lehká-Rejsková,f,Listonoska,1980
Panelstory aneb Jak se rodí sídliste,Tereza Kucerová,f,Ucnice,1980
Panelstory aneb Jak se rodí sídliste,Marie Sismilichová,f,Kadernice,1980
