actor,director,gender
Essie Davis,Lilly Wachowski,f
Essie Davis,Dee Rees,f
Essie Davis,Jennifer Kent,f
Daryl Heath,Lana Wachowski,m
Daryl Heath,Lilly Wachowski,m
Malcolm Kennard,Lana Wachowski,m
Malcolm Kennard,Lilly Wachowski,m
Christopher Kirby,Lana Wachowski,m
Christopher Kirby,Lilly Wachowski,m
Peter Lamb,Lana Wachowski,m
Peter Lamb,Lilly Wachowski,m
Tony Lynch,Lana Wachowski,m
Tony Lynch,Lilly Wachowski,m
Robert Mammone,Lana Wachowski,m
Robert Mammone,Lilly Wachowski,m
Joe Manning,Lana Wachowski,m
Joe Manning,Lilly Wachowski,m
Scott McLean,Lana Wachowski,m
Scott McLean,Lilly Wachowski,m
Steve Morris,Lana Wachowski,m
Steve Morris,Lilly Wachowski,m
Rene Naufahu,Lana Wachowski,m
Rene Naufahu,Lilly Wachowski,m
Socratis Otto,Lana Wachowski,m
Socratis Otto,Lilly Wachowski,m
Kittrick Redmond,Lana Wachowski,m
Kittrick Redmond,Lilly Wachowski,m
Rupert Reid,Lana Wachowski,m
Rupert Reid,Lilly Wachowski,m
David Roberts,Lana Wachowski,m
David Roberts,Lilly Wachowski,m
Shane C. Rodrigo,Lana Wachowski,m
Shane C. Rodrigo,Lilly Wachowski,m
Thomas Scott,Lana Wachowski,m
Thomas Scott,Lilly Wachowski,m
Bruce Spence,Lana Wachowski,m
Bruce Spence,Lilly Wachowski,m
Frankie Stevens,Lana Wachowski,m
Frankie Stevens,Lilly Wachowski,m
John Walton,Lana Wachowski,m
John Walton,Lilly Wachowski,m
Cornel West,Lana Wachowski,m
Cornel West,Lilly Wachowski,m
Angela Au,Lana Wachowski,f
Angela Au,Lilly Wachowski,f
Michael Bell,Lana Wachowski,m
Michael Bell,Lilly Wachowski,m
David Bowe,Lana Wachowski,m
David Bowe,Lilly Wachowski,m
David Bowe,Martha Coolidge,m
David Bowe,Nicole Holofcener,m
Maura Gale,Lana Wachowski,f
Maura Gale,Lilly Wachowski,f
Richard Green,Lana Wachowski,m
Richard Green,Lilly Wachowski,m
Mack Greenlaw,Lana Wachowski,m
Mack Greenlaw,Lilly Wachowski,m
Philip Maurice Hayes,Lana Wachowski,m
Philip Maurice Hayes,Lilly Wachowski,m
Howard Hoffman,Lana Wachowski,m
Howard Hoffman,Lilly Wachowski,m
Karen Huie,Lana Wachowski,f
Karen Huie,Lilly Wachowski,f
Karen Huie,Kimberly Peirce,f
Jim Lau,Lana Wachowski,m
Jim Lau,Lilly Wachowski,m
Jim Lau,Gina Prince-Bythewood,m
Scott MacDonald,Lana Wachowski,m
Scott MacDonald,Lilly Wachowski,m
Scott MacDonald,Penny Marshall,m
Melinda McGraw,Lana Wachowski,f
Melinda McGraw,Lilly Wachowski,f
Melinda McGraw,Allison Anders,f
Nicholas Omana,Lana Wachowski,m
Nicholas Omana,Lilly Wachowski,m
Elizabeth Pan,Lana Wachowski,f
Elizabeth Pan,Lilly Wachowski,f
Neil Ross,Lana Wachowski,m
Neil Ross,Lilly Wachowski,m
James Arnold Taylor,Lana Wachowski,m
James Arnold Taylor,Lilly Wachowski,m
David Thomas,Lana Wachowski,m
David Thomas,Lilly Wachowski,m
Wally Wingert,Lana Wachowski,m
Wally Wingert,Lilly Wachowski,m
Darrel Heath,Lana Wachowski,m
Darrel Heath,Lilly Wachowski,m
Darrel Heath,Penelope Spheeris,m
André Sogliuzzo,Lana Wachowski,m
André Sogliuzzo,Lilly Wachowski,m
Thomas Scott Stanton,Lana Wachowski,m
Thomas Scott Stanton,Lilly Wachowski,m
Karen Strassman,Lana Wachowski,f
Karen Strassman,Lilly Wachowski,f
Kevin Michael Richardson,Lana Wachowski,m
Kevin Michael Richardson,Lilly Wachowski,m
Mila Kunis,Lana Wachowski,f
Mila Kunis,Lilly Wachowski,f
Sean Bean,Lana Wachowski,m
Sean Bean,Lilly Wachowski,m
Sean Bean,Niki Caro,m
Douglas Booth,Lana Wachowski,m
Douglas Booth,Lilly Wachowski,m
Tuppence Middleton,Lana Wachowski,f
Tuppence Middleton,Lilly Wachowski,f
Tuppence Middleton,Dee Rees,f
Nikki Amuka-Bird,Lana Wachowski,f
Nikki Amuka-Bird,Lilly Wachowski,f
Nicholas A. Newman,Lana Wachowski,m
Nicholas A. Newman,Lilly Wachowski,m
Ariyon Bakare,Lana Wachowski,m
Ariyon Bakare,Lilly Wachowski,m
Maria Doyle Kennedy,Lana Wachowski,f
Maria Doyle Kennedy,Lilly Wachowski,f
Frog Stone,Lana Wachowski,f
Frog Stone,Lilly Wachowski,f
Gugu Mbatha-Raw,Lana Wachowski,f
Gugu Mbatha-Raw,Lilly Wachowski,f
Gugu Mbatha-Raw,Ava DuVernay,f
Gugu Mbatha-Raw,Gina Prince-Bythewood,f
Edward Hogg,Lana Wachowski,m
Edward Hogg,Lilly Wachowski,m
Tim Pigott-Smith,Lana Wachowski,m
Tim Pigott-Smith,Lilly Wachowski,m
Jeremy Swift,Lana Wachowski,m
Jeremy Swift,Lilly Wachowski,m
Larissa Kouznetsova,Lana Wachowski,f
Larissa Kouznetsova,Lilly Wachowski,f
Demetri Theodorou,Lana Wachowski,m
Demetri Theodorou,Lilly Wachowski,m
Lieve Carchon,Lana Wachowski,f
Lieve Carchon,Lilly Wachowski,f
Oleg Nasobin,Lana Wachowski,m
Oleg Nasobin,Lilly Wachowski,m
Emily Renée,Lana Wachowski,f
Emily Renée,Lilly Wachowski,f
Spencer Wilding,Lana Wachowski,m
Spencer Wilding,Lilly Wachowski,m
Andy Ahrens,Lana Wachowski,m
Andy Ahrens,Lilly Wachowski,m
Charlotte Beaumont,Lana Wachowski,f
Charlotte Beaumont,Lilly Wachowski,f
Georgia Winters,Lana Wachowski,f
Georgia Winters,Lilly Wachowski,f
Elsa Mollien,Lana Wachowski,f
Elsa Mollien,Lilly Wachowski,f
Sean Baker,Lana Wachowski,m
Sean Baker,Lilly Wachowski,m
Sean Baker,Ava DuVernay,m
Bryony Hannah,Lana Wachowski,f
Bryony Hannah,Lilly Wachowski,f
Sarah Campbell,Lana Wachowski,f
Sarah Campbell,Lilly Wachowski,f
Jiggy Bhore,Lana Wachowski,f
Jiggy Bhore,Lilly Wachowski,f
Claire Benedict,Lana Wachowski,f
Claire Benedict,Lilly Wachowski,f
Peter Yapp,Lana Wachowski,m
Peter Yapp,Lilly Wachowski,m
John Locke,Lana Wachowski,m
John Locke,Lilly Wachowski,m
Grant Stimpson,Lana Wachowski,m
Grant Stimpson,Lilly Wachowski,m
Sarah Crowden,Lana Wachowski,f
Sarah Crowden,Lilly Wachowski,f
Sarah Crowden,Sally Potter,f
Terry Gilliam,Lana Wachowski,m
Terry Gilliam,Lilly Wachowski,m
Rupert Frazer,Lana Wachowski,m
Rupert Frazer,Lilly Wachowski,m
Katherine Cunningham,Lana Wachowski,f
Katherine Cunningham,Lilly Wachowski,f
Luke Neal,Lana Wachowski,m
Luke Neal,Lilly Wachowski,m
Simon Dutton,Lana Wachowski,m
Simon Dutton,Lilly Wachowski,m
Neil Fingleton,Lana Wachowski,m
Neil Fingleton,Lilly Wachowski,m
Derek Lea,Lana Wachowski,m
Derek Lea,Lilly Wachowski,m
Joe Walking,Lana Wachowski,m
Joe Walking,Lilly Wachowski,m
Michela Meazza,Lana Wachowski,f
Michela Meazza,Lilly Wachowski,f
Cliff Fleming,Lana Wachowski,m
Cliff Fleming,Lilly Wachowski,m
Hazel D'Jan,Lana Wachowski,f
Hazel D'Jan,Lilly Wachowski,f
Elina Alminas,Lana Wachowski,f
Elina Alminas,Lilly Wachowski,f
Karen Anderson,Lana Wachowski,f
Karen Anderson,Lilly Wachowski,f
Dilyana Bouklieva,Lana Wachowski,f
Dilyana Bouklieva,Lilly Wachowski,f
Sharon Coleman,Lana Wachowski,f
Sharon Coleman,Lilly Wachowski,f
Sharon Coleman,Patty Jenkins,f
Tim Connolly,Lana Wachowski,m
Tim Connolly,Lilly Wachowski,m
Tamela D'Amico,Lana Wachowski,f
Tamela D'Amico,Lilly Wachowski,f
Rimmel Daniel,Lana Wachowski,m
Rimmel Daniel,Lilly Wachowski,m
Tony Domino,Lana Wachowski,m
Tony Domino,Lilly Wachowski,m
Kelvin Enwereobi,Lana Wachowski,m
Kelvin Enwereobi,Lilly Wachowski,m
Graeme Ford,Lana Wachowski,m
Graeme Ford,Lilly Wachowski,m
Alexandra Fraser,Lana Wachowski,f
Alexandra Fraser,Lilly Wachowski,f
Thomas Gaitsch,Lana Wachowski,m
Thomas Gaitsch,Lilly Wachowski,m
Nathan Geist,Lana Wachowski,m
Nathan Geist,Lilly Wachowski,m
Julie Graham,Lana Wachowski,f
Julie Graham,Lilly Wachowski,f
Sally Horwill,Lana Wachowski,f
Sally Horwill,Lilly Wachowski,f
Eric Ian,Lana Wachowski,m
Eric Ian,Lilly Wachowski,m
Eric Ian,Sofia Coppola,m
Raiden Integra,Lana Wachowski,m
Raiden Integra,Lilly Wachowski,m
Ryan B. Johnson,Lana Wachowski,m
Ryan B. Johnson,Lilly Wachowski,m
Demi Kazanis,Lana Wachowski,f
Demi Kazanis,Lilly Wachowski,f
Olia Klein,Lana Wachowski,f
Olia Klein,Lilly Wachowski,f
Kenny Knight,Lana Wachowski,m
Kenny Knight,Lilly Wachowski,m
Mitchell Marion,Lana Wachowski,m
Mitchell Marion,Lilly Wachowski,m
Tessa Maye,Lana Wachowski,f
Tessa Maye,Lilly Wachowski,f
Vander McLeod,Lana Wachowski,m
Vander McLeod,Lilly Wachowski,m
Jon Norris,Lana Wachowski,m
Jon Norris,Lilly Wachowski,m
Mark Norris,Lana Wachowski,m
Mark Norris,Lilly Wachowski,m
Edd Osmond,Lana Wachowski,m
Edd Osmond,Lilly Wachowski,m
Jo Osmond,Lana Wachowski,f
Jo Osmond,Lilly Wachowski,f
Sophie Porley,Lana Wachowski,f
Sophie Porley,Lilly Wachowski,f
Charlotte Rickard,Lana Wachowski,f
Charlotte Rickard,Lilly Wachowski,f
Emelle Smith,Lana Wachowski,f
Emelle Smith,Lilly Wachowski,f
Clem So,Lana Wachowski,m
Clem So,Lilly Wachowski,m
Angelo Soteriou,Lana Wachowski,m
Angelo Soteriou,Lilly Wachowski,m
Michael Soteriou,Lana Wachowski,m
Michael Soteriou,Lilly Wachowski,m
Kim Spearman,Lana Wachowski,f
Kim Spearman,Lilly Wachowski,f
Ekaterina Zalitko,Lana Wachowski,f
Ekaterina Zalitko,Lilly Wachowski,f
Marcus Chong,Lana Wachowski,m
Marcus Chong,Lilly Wachowski,m
Eleanor Witt,Lana Wachowski,f
Eleanor Witt,Lilly Wachowski,f
Tamara Brown,Lana Wachowski,f
Tamara Brown,Lilly Wachowski,f
Janaya Pender,Lana Wachowski,f
Janaya Pender,Lilly Wachowski,f
Adryn White,Lana Wachowski,m
Adryn White,Lilly Wachowski,m
Natalie Tjen,Lana Wachowski,f
Natalie Tjen,Lilly Wachowski,f
Bill Young,Lana Wachowski,m
Bill Young,Lilly Wachowski,m
David O'Connor,Lana Wachowski,m
David O'Connor,Lilly Wachowski,m
Harry Lawrence,Lana Wachowski,m
Harry Lawrence,Lilly Wachowski,m
Steve Dodd,Lana Wachowski,m
Steve Dodd,Lilly Wachowski,m
Luke Quinton,Lana Wachowski,m
Luke Quinton,Lilly Wachowski,m
Lawrence Woodward,Lana Wachowski,m
Lawrence Woodward,Lilly Wachowski,m
Michael Butcher,Lana Wachowski,m
Michael Butcher,Lilly Wachowski,m
Bernard Ledger,Lana Wachowski,m
Bernard Ledger,Lilly Wachowski,m
Robert Simper,Lana Wachowski,m
Robert Simper,Lilly Wachowski,m
Chris Pattinson,Lana Wachowski,m
Chris Pattinson,Lilly Wachowski,m
Nigel Harbach,Lana Wachowski,m
Nigel Harbach,Lilly Wachowski,m
Jennifer Tilly,Lana Wachowski,f
Jennifer Tilly,Lilly Wachowski,f
Jennifer Tilly,Martha Coolidge,f
John P. Ryan,Lana Wachowski,m
John P. Ryan,Lilly Wachowski,m
Richard C. Sarafian,Lana Wachowski,m
Richard C. Sarafian,Lilly Wachowski,m
Susie Bright,Lana Wachowski,f
Susie Bright,Lilly Wachowski,f
Margaret Smith,Lana Wachowski,f
Margaret Smith,Lilly Wachowski,f
Margaret Smith,Patty Jenkins,f
Margaret Smith,Penelope Spheeris,f
Barry Kivel,Lana Wachowski,m
Barry Kivel,Lilly Wachowski,m
Peter Spellos,Lana Wachowski,m
Peter Spellos,Lilly Wachowski,m
Peter Spellos,Claudia Weill,m
Ivan Kane,Lana Wachowski,m
Ivan Kane,Lilly Wachowski,m
Gene Borkan,Lana Wachowski,m
Gene Borkan,Lilly Wachowski,m
Jamie Clayton,Lana Wachowski,f
Jamie Clayton,Lilly Wachowski,f
Jamie Clayton,Lisa Cholodenko,f
Tina Desai,Lana Wachowski,f
Tina Desai,Lilly Wachowski,f
Miguel Ángel Silvestre,Lana Wachowski,m
Miguel Ángel Silvestre,Lilly Wachowski,m
Alfonso Herrera,Lana Wachowski,m
Alfonso Herrera,Lilly Wachowski,m
Terrence Mann,Lana Wachowski,m
Terrence Mann,Lilly Wachowski,m
Terrence Mann,Allison Anders,m
Purab Kohli,Lana Wachowski,m
Purab Kohli,Lilly Wachowski,m
Max Mauff,Lana Wachowski,m
Max Mauff,Lilly Wachowski,m
Paul Ogola,Lana Wachowski,m
Paul Ogola,Lilly Wachowski,m
Chichi Seii,Lana Wachowski,f
Chichi Seii,Lilly Wachowski,f
Michael X. Sommers,Lana Wachowski,m
Michael X. Sommers,Lilly Wachowski,m
Aml Ameen,Lana Wachowski,m
Aml Ameen,Lilly Wachowski,m
Aml Ameen,Ava DuVernay,m
Aml Ameen,Gina Prince-Bythewood,m
Anupam Kher,Lana Wachowski,m
Anupam Kher,Lilly Wachowski,m
Anupam Kher,Gurinder Chadha,m
Ness Bautista,Lana Wachowski,m
Ness Bautista,Lilly Wachowski,m
Peter King Nzioki,Lana Wachowski,m
Peter King Nzioki,Lilly Wachowski,m
Huzane Mewawala,Lana Wachowski,f
Huzane Mewawala,Lilly Wachowski,f
Ki-Chan Lee,Lana Wachowski,m
Ki-Chan Lee,Lilly Wachowski,m
Kristján Kristjánsson,Lana Wachowski,m
Kristján Kristjánsson,Lilly Wachowski,m
Darshan Jariwala,Lana Wachowski,m
Darshan Jariwala,Lilly Wachowski,m
Darshan Jariwala,Gurinder Chadha,m
Maximilienne Ewalt,Lana Wachowski,f
Maximilienne Ewalt,Lilly Wachowski,f
Valeria Bilello,Lana Wachowski,f
Valeria Bilello,Lilly Wachowski,f
Mumbi Maina,Lana Wachowski,f
Mumbi Maina,Lilly Wachowski,f
Maxwell Jenkins,Lana Wachowski,m
Maxwell Jenkins,Lilly Wachowski,m
Maxwell Jenkins,Patty Jenkins,m
Mita Vasisht,Lana Wachowski,f
Mita Vasisht,Lilly Wachowski,f
Raúl Méndez,Lana Wachowski,m
Raúl Méndez,Lilly Wachowski,m
Erik Hayser,Lana Wachowski,m
Erik Hayser,Lilly Wachowski,m
Rosa Katanu,Lana Wachowski,f
Rosa Katanu,Lilly Wachowski,f
Hye-hwa Kim,Lana Wachowski,f
Hye-hwa Kim,Lilly Wachowski,f
Yuh-Jung Youn,Lana Wachowski,f
Yuh-Jung Youn,Lilly Wachowski,f
Sara Sohn,Lana Wachowski,f
Sara Sohn,Lilly Wachowski,f
Avantika Akerkar,Lana Wachowski,f
Avantika Akerkar,Lilly Wachowski,f
Abel Amunga,Lana Wachowski,m
Abel Amunga,Lilly Wachowski,m
Shruti Bapna,Lana Wachowski,f
Shruti Bapna,Lilly Wachowski,f
Sandra Fish,Lana Wachowski,f
Sandra Fish,Lilly Wachowski,f
Sukku Son,Lana Wachowski,m
Sukku Son,Lilly Wachowski,m
Lwanda Jawar,Lana Wachowski,m
Lwanda Jawar,Lilly Wachowski,m
Kyeong-yeong Lee,Lana Wachowski,m
Kyeong-yeong Lee,Lilly Wachowski,m
Ari Brickman,Lana Wachowski,m
Ari Brickman,Lilly Wachowski,m
Lilja Þórisdóttir,Lana Wachowski,f
Lilja Þórisdóttir,Lilly Wachowski,f
Ray Anthony,Lana Wachowski,m
Ray Anthony,Lilly Wachowski,m
Andy Arness,Lana Wachowski,m
Andy Arness,Lilly Wachowski,m
Alima Ashton-Sheibu,Lana Wachowski,f
Alima Ashton-Sheibu,Lilly Wachowski,f
Valerie Berry,Lana Wachowski,f
Valerie Berry,Lilly Wachowski,f
Stoney Burke,Lana Wachowski,m
Stoney Burke,Lilly Wachowski,m
Noris Campos,Lana Wachowski,f
Noris Campos,Lilly Wachowski,f
Marlene Cummins,Lana Wachowski,f
Marlene Cummins,Lilly Wachowski,f
Attila Davidhazy,Lana Wachowski,m
Attila Davidhazy,Lilly Wachowski,m
David Franklin,Lana Wachowski,m
David Franklin,Lilly Wachowski,m
David Franklin,Gillian Armstrong,m
Austin Galuppo,Lana Wachowski,m
Austin Galuppo,Lilly Wachowski,m
Nathaniel Lees,Lana Wachowski,m
Nathaniel Lees,Lilly Wachowski,m
Joshua Mbakwe,Lana Wachowski,m
Joshua Mbakwe,Lilly Wachowski,m
Chris Mitchell,Lana Wachowski,m
Chris Mitchell,Lilly Wachowski,m
Genevieve O'Reilly,Lana Wachowski,f
Genevieve O'Reilly,Lilly Wachowski,f
Montaño Rain,Lana Wachowski,m
Montaño Rain,Lilly Wachowski,m
Kevin Scott,Lana Wachowski,m
Kevin Scott,Lilly Wachowski,m
Nicandro Thomas,Lana Wachowski,m
Nicandro Thomas,Lilly Wachowski,m
Gina Torres,Lana Wachowski,f
Gina Torres,Lilly Wachowski,f
Andrew Valli,Lana Wachowski,m
Andrew Valli,Lilly Wachowski,m
Crispin Buxton,Lana Wachowski,m
Crispin Buxton,Joanna Hogg,m
Tanveer K. Atwal,Lana Wachowski,f
Tanveer K. Atwal,Lilly Wachowski,f
Kate Beahan,Lana Wachowski,f
Kate Beahan,Lilly Wachowski,f
Rachel Blackman,Lana Wachowski,f
Rachel Blackman,Lilly Wachowski,f
David Bowers,Lana Wachowski,m
David Bowers,Lilly Wachowski,m
Dion Horstmans,Lana Wachowski,m
Dion Horstmans,Lilly Wachowski,m
Maurice Morgan,Lana Wachowski,m
Maurice Morgan,Lilly Wachowski,m
Tharini Mudaliar,Lana Wachowski,f
Tharini Mudaliar,Lilly Wachowski,f
Richard Sydenham,Lana Wachowski,m
Richard Sydenham,Lilly Wachowski,m
Che Timmins,Lana Wachowski,m
Che Timmins,Lilly Wachowski,m
Craig Walker,Lana Wachowski,m
Craig Walker,Lilly Wachowski,m
Ulric Dihle,Lana Wachowski,m
Ulric Dihle,Lilly Wachowski,m
Jim Gall,Lana Wachowski,m
Jim Gall,Lilly Wachowski,m
Kit Harris,Lana Wachowski,f
Kit Harris,Lilly Wachowski,f
John Patrick Lowrie,Lana Wachowski,m
John Patrick Lowrie,Lilly Wachowski,m
Luciana Paluzzi,Lina Wertmüller,f
Luciana Paluzzi,Ida Lupino,f
Lorraine Bracco,Lina Wertmüller,f
Lorraine Bracco,Penny Marshall,f
Shirley Stoler,Lina Wertmüller,f
Shirley Stoler,Catherine Breillat,f
Shirley Stoler,Susan Seidelman,f
F. Murray Abraham,Lina Wertmüller,m
F. Murray Abraham,Nicole Holofcener,m
Michele Placido,Lina Wertmüller,m
Michele Placido,Catherine Breillat,m
Franco Moscon,Lina Wertmüller,m
Franco Moscon,Niki Caro,m
Jill Eikenberry,Lina Wertmüller,f
Jill Eikenberry,Joan Micklin Silver,f
Raoul Bova,Lina Wertmüller,m
Raoul Bova,Allison Anders,m
Peter Lucas,Lina Wertmüller,m
Peter Lucas,Martha Coolidge,m
Richard Price,Lina Wertmüller,m
Richard Price,Patty Jenkins,m
Matt Patresi,Lina Wertmüller,m
Matt Patresi,Catherine Hardwick,m
Valeria Golino,Lina Wertmüller,f
Valeria Golino,Céline Sciamma,f
Valeria Golino,Allison Anders,f
Walter Brennan,Lois Weber,m
Walter Brennan,Ida Lupino,m
Lois Wilson,Lois Weber,f
Lois Wilson,Cheryl Dunye,f
Francis X. Bushman,Lois Weber,m
Francis X. Bushman,Ida Lupino,m
Larry Steers,Lois Weber,m
Larry Steers,Ida Lupino,m
Lon Chaney,Lois Weber,m
Lon Chaney,Marjane Satrapi,m
Frank Pando,Lynne Ramsay,m
Frank Pando,Ava DuVernay,m
Kate Easton,Lynne Ramsay,f
Kate Easton,Ava DuVernay,f
Alessandro Nivola,Lynne Ramsay,m
Alessandro Nivola,Ava DuVernay,m
Alessandro Nivola,Lisa Cholodenko,m
Alessandro Nivola,Sally Potter,m
Alessandro Nivola,Marleen Gorris,m
Madison Arnold,Lynne Ramsay,m
Madison Arnold,Cheryl Dunye,m
Tilda Swinton,Lynne Ramsay,f
Tilda Swinton,Sally Potter,f
Tilda Swinton,Joanna Hogg,f
John C. Reilly,Lynne Ramsay,m
John C. Reilly,Penelope Spheeris,m
Siobhan Fallon Hogan,Lynne Ramsay,f
Siobhan Fallon Hogan,Tamara Jenkins,f
J. Mallory McCree,Lynne Ramsay,m
J. Mallory McCree,Kasi Lemmons,m
Ursula Parker,Lynne Ramsay,f
Ursula Parker,Martha Coolidge,f
Georgia Ximenes Lifsher,Lynne Ramsay,f
Georgia Ximenes Lifsher,Nicole Holofcener,f
Aaron Blakely,Lynne Ramsay,m
Aaron Blakely,Karyn Kusama,m
Caitlin Kinnunen,Lynne Ramsay,f
Caitlin Kinnunen,Nancy Meyers,f
Maryann Urbano,Lynne Ramsay,f
Maryann Urbano,Penny Marshall,f
Maryann Urbano,Lisa Cholodenko,f
Maryann Urbano,Desiree Akhavan,f
Joseph Basile,Lynne Ramsay,m
Joseph Basile,Susan Seidelman,m
Samantha Morton,Lynne Ramsay,f
Samantha Morton,Niki Caro,f
Dolly Wells,Lynne Ramsay,f
Dolly Wells,Marielle Heller,f
Larry Joe Campbell,Penny Marshall,m
Larry Joe Campbell,Dee Rees,m
Mitch Rouse,Penny Marshall,m
Mitch Rouse,Nicole Holofcener,m
Charlie Hartsock,Penny Marshall,m
Charlie Hartsock,Patty Jenkins,m
Kathleen Noone,Penny Marshall,f
Kathleen Noone,Nicole Holofcener,f
Cynthia Stevenson,Penny Marshall,f
Cynthia Stevenson,Donna Deitch,f
Cynthia Stevenson,Karyn Kusama,f
Cynthia Stevenson,Allison Anders,f
Mo Collins,Penny Marshall,f
Mo Collins,Patty Jenkins,f
Mo Collins,Nicole Holofcener,f
Tim Bagley,Penny Marshall,m
Tim Bagley,Donna Deitch,m
Tim Bagley,Martha Coolidge,m
Chris Elliott,Penny Marshall,m
Chris Elliott,Susan Seidelman,m
Chris Elliott,Allison Anders,m
Jennifer Coolidge,Penny Marshall,f
Jennifer Coolidge,Marleen Gorris,f
Ed Lover,Penny Marshall,m
Ed Lover,Martha Coolidge,m
Michelle Hurd,Penny Marshall,f
Michelle Hurd,Donna Deitch,f
Michelle Hurd,Martha Coolidge,f
Mary Gross,Penny Marshall,f
Mary Gross,Martha Coolidge,f
Drew Barrymore,Penny Marshall,f
Drew Barrymore,Catherine Hardwick,f
James Woods,Penny Marshall,m
James Woods,Sofia Coppola,m
James Woods,Martha Coolidge,m
Mika Boorem,Penny Marshall,f
Mika Boorem,Marleen Gorris,f
Vincent Pastore,Penny Marshall,m
Vincent Pastore,Susan Seidelman,m
Vincent Pastore,Nicole Holofcener,m
Alexia Landeau,Penny Marshall,f
Alexia Landeau,Sofia Coppola,f
Vincent De Paul,Penny Marshall,m
Vincent De Paul,Ava DuVernay,m
Vincent De Paul,Patty Jenkins,m
John Bedford Lloyd,Penny Marshall,m
John Bedford Lloyd,Allison Anders,m
John Bedford Lloyd,Joan Micklin Silver,m
Paz de la Huerta,Penny Marshall,f
Paz de la Huerta,Mélanie Laurent,f
Paz de la Huerta,Niki Caro,f
Jon Korkes,Penny Marshall,m
Jon Korkes,Joan Micklin Silver,m
Logan Lerman,Penny Marshall,m
Logan Lerman,Nancy Meyers,m
Bill Walters,Penny Marshall,m
Bill Walters,Marielle Heller,m
Bill Walters,Susan Seidelman,m
Courtney B. Vance,Penny Marshall,m
Courtney B. Vance,Cheryl Dunye,m
Jenifer Lewis,Penny Marshall,f
Jenifer Lewis,Gina Prince-Bythewood,f
Jenifer Lewis,Patty Jenkins,f
Jenifer Lewis,Penelope Spheeris,f
Jenifer Lewis,Martha Coolidge,f
Marcella Lowery,Penny Marshall,f
Marcella Lowery,Marielle Heller,f
Jernard Burks,Penny Marshall,m
Jernard Burks,Kimberly Peirce,m
Jamie Tirelli,Penny Marshall,m
Jamie Tirelli,Karyn Kusama,m
Jamie Tirelli,Susan Seidelman,m
Jamie Tirelli,Nicole Holofcener,m
Shari Headley,Penny Marshall,f
Shari Headley,Jennie Livingston,f
Harsh Nayyar,Penny Marshall,m
Harsh Nayyar,Susan Seidelman,m
Julie Kavner,Penny Marshall,f
Julie Kavner,Claudia Weill,f
John Heard,Penny Marshall,m
John Heard,Joan Micklin Silver,m
John Heard,Martha Coolidge,m
Penelope Ann Miller,Penny Marshall,f
Penelope Ann Miller,Catherine Hardwick,f
Penelope Ann Miller,Kimberly Peirce,f
Alice Drummond,Penny Marshall,f
Alice Drummond,Nicole Holofcener,f
George Martin,Penny Marshall,m
George Martin,Joan Micklin Silver,m
Anne Meara,Penny Marshall,f
Anne Meara,Gina Prince-Bythewood,f
Anne Meara,Susan Seidelman,f
Anne Meara,Allison Anders,f
Anne Meara,Joan Micklin Silver,f
Anne Meara,Martha Coolidge,f
Anne Meara,Nicole Holofcener,f
Steve Vinovich,Penny Marshall,m
Steve Vinovich,Joan Micklin Silver,m
Steve Vinovich,Nancy Meyers,m
John Christopher Jones,Penny Marshall,m
John Christopher Jones,Donna Deitch,m
Tanya Berezin,Penny Marshall,f
Tanya Berezin,Claudia Weill,f
Doris McCarthy,Penny Marshall,f
Doris McCarthy,Sofia Coppola,f
Doris McCarthy,Kasi Lemmons,f
Doris McCarthy,Marielle Heller,f
Doris McCarthy,Nancy Meyers,f
James Medina,Penny Marshall,m
James Medina,Donna Deitch,m
Mark Cuban,Penny Marshall,m
Mark Cuban,Patty Jenkins,m
Val Bisoglio,Penny Marshall,m
Val Bisoglio,Shirley Clarke,m
Allan Arbus,Penny Marshall,m
Allan Arbus,Nicole Holofcener,m
Phil Rubenstein,Penny Marshall,m
Phil Rubenstein,Penelope Spheeris,m
Tony Devon,Penny Marshall,m
Tony Devon,Penelope Spheeris,m
Tony Devon,Susan Seidelman,m
Tony Devon,Joan Micklin Silver,m
Sam McMurray,Penny Marshall,m
Sam McMurray,Martha Coolidge,m
Robert Costanzo,Penny Marshall,m
Robert Costanzo,Joan Micklin Silver,m
Robert Costanzo,Marleen Gorris,m
Jacob Vargas,Penny Marshall,m
Jacob Vargas,Kasi Lemmons,m
Jacob Vargas,Allison Anders,m
Nancy Lenehan,Penny Marshall,f
Nancy Lenehan,Tamara Jenkins,f
Nancy Lenehan,Claudia Weill,f
Cheech Marin,Penny Marshall,m
Cheech Marin,Donna Deitch,m
Pippa Pearthree,Penny Marshall,f
Pippa Pearthree,Gillian Armstrong,f
Cheryl Felicia Rhoads,Penny Marshall,f
Cheryl Felicia Rhoads,Joan Micklin Silver,f
Julie Condra,Penny Marshall,f
Julie Condra,Donna Deitch,f
Julie Condra,Allison Anders,f
Dyan Cannon,Penny Marshall,f
Dyan Cannon,Susan Seidelman,f
Dyan Cannon,Martha Coolidge,f
James Remar,Penny Marshall,m
James Remar,Donna Deitch,m
James Remar,Susan Seidelman,m
James Remar,Allison Anders,m
James Remar,Martha Coolidge,m
James Remar,Nicole Holofcener,m
Kadeem Hardison,Penny Marshall,m
Kadeem Hardison,Gina Prince-Bythewood,m
Khalil Kain,Penny Marshall,m
Khalil Kain,Gina Prince-Bythewood,m
